Date,Province,New_Cases,Total_Cases,Growth_Factor_of_New_Cases,New_Deaths,Total_Deaths,Growth_Factor_of_New_Deaths,New_Recovered,Total_Recovered,New_Active_Cases,Total_Active_Cases,Vaccinated,Vaccinated_Cumulative,Fully_Vaccinated,Fully_Vaccinated_Cumulative
2021-09-25,Sulawesi Selatan,100,108328,1.2,4,2193,1,117,104155,-21,1980,17650,2357394,13505,1346066
2021-09-26,Sulawesi Selatan,46,108374,0.46,2,2195,0.5,50,104205,-6,1974,1022,2358416,1043,1347109
2021-09-27,Sulawesi Selatan,30,108404,0.65,3,2198,1.5,85,104290,-58,1916,20477,2378893,14073,1361182
2021-09-28,Sulawesi Selatan,66,108470,2.2,2,2200,0.67,52,104342,12,1928,19100,2397993,14302,1375484
2021-09-29,Sulawesi Selatan,51,108521,0.77,1,2201,0.5,70,104412,-20,1908,36303,2434296,22343,1397827
2021-09-30,Sulawesi Selatan,62,108583,1.22,2,2203,2,80,104492,-20,1888,17183,2451479,23022,1420849
2021-10-01,Sulawesi Selatan,45,108628,0.73,0,2203,0,69,104561,-24,1864,11855,2463334,17701,1438550
2021-10-02,Sulawesi Selatan,56,108684,1.24,3,2206,,108,104669,-55,1809,14093,2477427,16296,1454846
2021-10-03,Sulawesi Selatan,54,108738,0.96,1,2207,0.33,136,104805,-83,1726,1776,2479203,1572,1456418
2021-10-04,Sulawesi Selatan,28,108766,0.52,7,2214,7,28,104833,-7,1719,13738,2492941,17522,1473940
2021-10-05,Sulawesi Selatan,47,108813,1.68,0,2214,0,130,104963,-83,1636,16519,2509460,21186,1495126
2021-10-06,Sulawesi Selatan,57,108870,1.21,2,2216,,132,105095,-77,1559,16109,2525569,23201,1518327
2021-10-07,Sulawesi Selatan,44,108914,0.77,0,2216,0,46,105141,-2,1557,18035,2543604,26336,1544663
2021-10-08,Sulawesi Selatan,31,108945,0.7,0,2216,1,83,105224,-52,1505,11321,2554925,16532,1561195
2021-10-09,Sulawesi Selatan,57,109002,1.84,2,2218,,39,105263,16,1521,13558,2568483,18894,1580089
2021-10-10,Sulawesi Selatan,26,109028,0.46,1,2219,0.5,90,105353,-65,1456,530,2569013,532,1580621
2021-10-11,Sulawesi Selatan,24,109052,0.92,0,2219,0,74,105427,-50,1406,16534,2585547,16476,1597097
2021-10-12,Sulawesi Selatan,61,109113,2.54,4,2223,,170,105597,-113,1293,15534,2601081,22437,1619534
2021-10-13,Sulawesi Selatan,60,109173,0.98,0,2223,0,65,105662,-5,1288,17855,2618936,20244,1639778
2021-10-14,Sulawesi Selatan,49,109222,0.82,3,2226,,107,105769,-61,1227,14487,2633423,21092,1660870
2021-10-15,Sulawesi Selatan,31,109253,0.63,0,2226,0,107,105876,-76,1151,9898,2643321,19204,1680074
2021-10-16,Sulawesi Selatan,30,109283,0.97,0,2226,1,108,105984,-78,1073,11070,2654391,18515,1698589
2021-10-17,Sulawesi Selatan,37,109320,1.23,0,2226,1,11,105995,26,1099,1355,2655746,947,1699536
2021-10-18,Sulawesi Selatan,48,109368,1.3,1,2227,,154,106149,-107,992,15058,2670804,17242,1716778
2021-10-19,Sulawesi Selatan,48,109416,1,0,2227,0,136,106285,-88,904,15158,2685962,14518,1731296
2021-10-20,Sulawesi Selatan,41,109457,0.85,2,2229,,95,106380,-56,848,4502,2690464,5570,1736866
2021-10-21,Sulawesi Selatan,21,109478,0.51,1,2230,0.5,163,106543,-143,705,20985,2711449,30167,1767033
2021-10-22,Sulawesi Selatan,30,109508,1.43,0,2230,0,129,106672,-99,606,13756,2725205,20707,1787740
2021-10-23,Sulawesi Selatan,32,109540,1.07,1,2231,,202,106874,-171,435,15397,2740602,17153,1804893
2021-10-24,Sulawesi Selatan,18,109558,0.56,0,2231,0,57,106931,-39,396,1533,2742135,844,1805737
2021-10-25,Sulawesi Selatan,18,109576,1,0,2231,1,36,106967,-18,378,16115,2758250,20039,1825776
2021-10-26,Sulawesi Selatan,22,109598,1.22,0,2231,1,44,107011,-22,356,28138,2786388,19895,1845671
2021-10-27,Sulawesi Selatan,33,109631,1.5,0,2231,1,38,107049,-5,351,18498,2804886,23774,1869445
2021-10-28,Sulawesi Selatan,21,109652,0.64,1,2232,,36,107085,-16,335,20724,2825610,23520,1892965
2021-10-29,Sulawesi Selatan,7,109659,0.33,0,2232,0,3,107088,4,339,16285,2841895,15672,1908637
2021-10-30,Sulawesi Selatan,11,109670,1.57,0,2232,1,47,107135,-36,303,21113,2863008,16848,1925485
2021-10-31,Sulawesi Selatan,9,109679,0.82,0,2232,1,15,107150,-6,297,1546,2864554,959,1926444
2021-11-01,Sulawesi Selatan,10,109689,1.11,0,2232,1,26,107176,-16,281,24820,2889374,15412,1941856
2021-11-02,Sulawesi Selatan,16,109705,1.6,1,2233,,55,107231,-40,241,27321,2916695,15913,1957769
2021-11-03,Sulawesi Selatan,20,109725,1.25,0,2233,0,33,107264,-13,228,24650,2941345,15794,1973563
2021-11-04,Sulawesi Selatan,16,109741,0.8,0,2233,1,30,107294,-14,214,28727,2970072,16436,1989999
2021-11-05,Sulawesi Selatan,10,109751,0.63,1,2234,,24,107318,-15,199,20939,2991011,10248,2000247
2021-11-06,Sulawesi Selatan,7,109758,0.7,1,2235,1,20,107338,-14,185,20721,3011732,12138,2012385
2021-11-07,Sulawesi Selatan,10,109768,1.43,0,2235,0,1,107339,9,194,2891,3014623,1012,2013397
2021-11-08,Sulawesi Selatan,11,109779,1.1,0,2235,1,42,107381,-31,163,25275,3039898,13201,2026598
2021-11-09,Sulawesi Selatan,17,109796,1.55,0,2235,1,13,107394,4,167,25760,3065658,14202,2040800
2021-11-10,Sulawesi Selatan,10,109806,0.59,0,2235,1,12,107406,-2,165,22126,3087784,13741,2054541
2021-11-11,Sulawesi Selatan,9,109815,0.9,0,2235,1,24,107430,-15,150,26971,3114755,14129,2068670
2021-11-12,Sulawesi Selatan,5,109820,0.56,0,2235,1,4,107434,1,151,17616,3132371,9827,2078497
2021-11-13,Sulawesi Selatan,8,109828,1.6,0,2235,1,6,107440,2,153,19859,3152230,11087,2089584
2021-11-14,Sulawesi Selatan,11,109839,1.38,0,2235,1,19,107459,-8,145,3858,3156088,1180,2090764
2021-11-15,Sulawesi Selatan,3,109842,0.27,0,2235,1,13,107472,-10,135,20910,3176998,12062,2102826
2021-11-16,Sulawesi Selatan,7,109849,2.33,0,2235,1,4,107476,3,138,19389,3196387,13779,2116605
2021-11-17,Sulawesi Selatan,2,109851,0.29,1,2236,,10,107486,-9,129,20676,3217063,10709,2127314
2021-11-18,Sulawesi Selatan,8,109859,4,0,2236,0,13,107499,-5,124,22122,3239185,14695,2142009
2021-11-19,Sulawesi Selatan,4,109863,0.5,0,2236,1,9,107508,-5,119,15380,3254565,10581,2152590
2021-11-20,Sulawesi Selatan,5,109868,1.25,0,2236,1,2,107510,3,122,16303,3270868,13779,2166369
2021-11-21,Sulawesi Selatan,3,109871,0.6,0,2236,1,5,107515,-2,120,1909,3272777,824,2167193
2021-11-22,Sulawesi Selatan,6,109877,2,0,2236,1,9,107524,-3,117,20714,3293491,12727,2179920
2021-11-23,Sulawesi Selatan,5,109882,0.83,0,2236,1,3,107527,2,119,23596,3317087,21178,2201098
2021-11-24,Sulawesi Selatan,5,109887,1,0,2236,1,4,107531,1,120,21137,3338224,16070,2217168
2021-11-25,Sulawesi Selatan,7,109894,1.4,0,2236,1,4,107535,3,123,25181,3363405,16970,2234138
2021-11-26,Sulawesi Selatan,1,109895,0.14,1,2237,,15,107550,-15,108,15064,3378469,11203,2245341
2021-11-27,Sulawesi Selatan,4,109899,4,0,2237,0,3,107553,1,109,28578,3407047,18806,2264147
2021-11-28,Sulawesi Selatan,5,109904,1.25,0,2237,1,55,107608,-50,59,2283,3409330,1076,2265223
2021-11-29,Sulawesi Selatan,1,109905,0.2,0,2237,1,7,107615,-6,53,22308,3431638,16136,2281359
2021-11-30,Sulawesi Selatan,12,109917,12,0,2237,1,13,107628,-1,52,24509,3456147,18299,2299658
2021-12-01,Sulawesi Selatan,1,109918,0.08,0,2237,1,5,107633,-4,48,29709,3485856,19009,2318667
2021-12-02,Sulawesi Selatan,1,109919,1,1,2238,,6,107639,-6,42,38872,3524728,23807,2342474
2021-12-03,Sulawesi Selatan,7,109926,7,0,2238,0,0,107639,7,49,37806,3562534,18660,2361134
2021-12-04,Sulawesi Selatan,0,109926,0,1,2239,,10,107649,-11,38,45872,3608406,20864,2381998
2021-12-05,Sulawesi Selatan,0,109926,1,0,2239,0,3,107652,-3,35,6849,3615255,2509,2384507
2021-12-06,Sulawesi Selatan,3,109929,,0,2239,1,2,107654,1,36,38341,3653596,19151,2403658
2021-12-07,Sulawesi Selatan,1,109930,0.33,0,2239,1,4,107658,-3,33,35014,3688610,17562,2421220
2021-12-08,Sulawesi Selatan,3,109933,3,1,2240,,2,107660,0,33,46158,3734768,22268,2443488
2021-12-09,Sulawesi Selatan,3,109936,1,0,2240,0,3,107663,0,33,54552,3789320,28762,2472250
2021-12-10,Sulawesi Selatan,0,109936,0,0,2240,1,5,107668,-5,28,54294,3843614,23725,2495975
2021-12-11,Sulawesi Selatan,10,109946,,0,2240,1,6,107674,4,32,56224,3899838,22530,2518505
2021-12-12,Sulawesi Selatan,2,109948,0.2,0,2240,1,4,107678,-2,30,15543,3915381,4419,2522924
2021-12-13,Sulawesi Selatan,0,109948,0,0,2240,1,3,107681,-3,27,62368,3977749,24560,2547484
2021-12-14,Sulawesi Selatan,5,109953,,0,2240,1,1,107682,4,31,66123,4043872,25941,2573425
2021-12-15,Sulawesi Selatan,3,109956,0.6,0,2240,1,3,107685,0,31,76545,4120417,29697,2603122
2021-12-16,Sulawesi Selatan,3,109959,1,0,2240,1,4,107689,-1,30,84420,4204837,32790,2635912
2021-12-17,Sulawesi Selatan,3,109962,1,0,2240,1,0,107689,3,33,72744,4277581,24338,2660250
2021-12-18,Sulawesi Selatan,0,109962,0,0,2240,1,2,107691,-2,31,72945,4350526,22892,2683142
2021-12-19,Sulawesi Selatan,4,109966,,0,2240,1,5,107696,-1,30,29261,4379787,6535,2689677
2021-12-20,Sulawesi Selatan,2,109968,0.5,0,2240,1,3,107699,-1,29,73776,4453563,23362,2713039
2021-12-21,Sulawesi Selatan,2,109970,1,0,2240,1,1,107700,1,30,69408,4522971,22134,2735173
2021-12-22,Sulawesi Selatan,5,109975,2.5,1,2241,,5,107705,-1,29,68994,4591965,23382,2758555
2021-12-23,Sulawesi Selatan,3,109978,0.6,0,2241,0,5,107710,-2,27,75030,4666995,29433,2787988
2021-12-24,Sulawesi Selatan,3,109981,1,0,2241,1,4,107714,-1,26,71051,4738046,27366,2815354
2021-12-25,Sulawesi Selatan,3,109984,1,0,2241,1,1,107715,2,28,56011,4794057,16540,2831894
2021-12-26,Sulawesi Selatan,0,109984,0,0,2241,1,1,107716,-1,27,42739,4836796,9777,2841671
2021-12-27,Sulawesi Selatan,0,109984,1,0,2241,1,3,107719,-3,24,73720,4910516,28395,2870066
2021-12-28,Sulawesi Selatan,10,109994,,0,2241,1,3,107722,7,31,59801,4970317,23879,2893945
2021-12-29,Sulawesi Selatan,1,109995,0.1,0,2241,1,0,107722,1,32,65778,5036095,27030,2920975
2021-12-30,Sulawesi Selatan,4,109999,4,0,2241,1,1,107723,3,35,62361,5098456,30409,2951384
2021-12-31,Sulawesi Selatan,1,110000,0.25,0,2241,1,4,107727,-3,32,48428,5146884,26493,2977877
2022-01-01,Sulawesi Selatan,5,110005,5,0,2241,1,6,107733,-1,31,1954,5148838,1165,2979042
2022-01-02,Sulawesi Selatan,2,110007,0.4,0,2241,1,0,107733,2,33,1361,5150199,1458,2980500
2022-01-03,Sulawesi Selatan,0,110007,0,0,2241,1,4,107737,-4,29,11664,5161863,21326,3001826
2022-01-04,Sulawesi Selatan,7,110014,,0,2241,1,3,107740,4,33,10659,5172522,24031,3025857
2022-01-05,Sulawesi Selatan,4,110018,0.57,0,2241,1,4,107744,0,33,13445,5185967,27629,3053486
2022-01-06,Sulawesi Selatan,3,110021,0.75,0,2241,1,0,107744,3,36,17390,5203357,31275,3084761
2022-01-07,Sulawesi Selatan,4,110025,1.33,0,2241,1,3,107747,1,37,14950,5218307,27470,3112231
2022-01-08,Sulawesi Selatan,5,110030,1.25,0,2241,1,5,107752,0,37,12829,5231136,25892,3138123
2022-01-09,Sulawesi Selatan,7,110037,1.4,0,2241,1,7,107759,0,37,4309,5235445,3188,3141311
2022-01-10,Sulawesi Selatan,0,110037,0,0,2241,1,6,107765,-6,31,18997,5254442,35821,3177132
2022-01-11,Sulawesi Selatan,1,110038,,0,2241,1,2,107767,-1,30,24225,5278667,39508,3216640
2022-01-12,Sulawesi Selatan,11,110049,11,0,2241,1,0,107767,11,41,24563,5303230,34702,3251342
2022-01-13,Sulawesi Selatan,17,110066,1.55,0,2241,1,6,107773,11,52,21775,5325005,35573,3286915
2022-01-14,Sulawesi Selatan,3,110069,0.18,0,2241,1,4,107777,-1,51,20457,5345462,31775,3318690
2022-01-15,Sulawesi Selatan,10,110079,3.33,1,2242,,3,107780,6,57,16939,5362401,27880,3346570
2022-01-16,Sulawesi Selatan,6,110085,0.6,0,2242,0,4,107784,2,59,2945,5365346,4615,3351185
2022-01-17,Sulawesi Selatan,0,110085,0,0,2242,1,0,107784,0,59,22845,5388191,30997,3382182
2022-01-18,Sulawesi Selatan,5,110090,,0,2242,1,3,107787,2,61,23166,5411357,30758,3412940
2022-01-19,Sulawesi Selatan,8,110098,1.6,0,2242,1,1,107788,7,68,25173,5436530,28690,3441630
2022-01-20,Sulawesi Selatan,8,110106,1,0,2242,1,6,107794,2,70,31396,5467926,27176,3468806
2022-01-21,Sulawesi Selatan,7,110113,0.88,0,2242,1,6,107800,1,71,21769,5489695,24015,3492821
2022-01-22,Sulawesi Selatan,8,110121,1.14,1,2243,,6,107806,1,72,20288,5509983,24318,3517139
2022-01-23,Sulawesi Selatan,4,110125,0.5,0,2243,0,4,107810,0,72,2999,5512982,6714,3523853
2022-01-24,Sulawesi Selatan,9,110134,2.25,0,2243,1,4,107814,5,77,32678,5545660,26898,3550751
2022-01-25,Sulawesi Selatan,15,110149,1.67,0,2243,1,4,107818,11,88,28771,5574431,30371,3581122
2022-01-26,Sulawesi Selatan,12,110161,0.8,0,2243,1,19,107837,-7,81,28951,5603382,29582,3610704
2022-01-27,Sulawesi Selatan,20,110181,1.67,0,2243,1,3,107840,17,98,27330,5630712,29703,3640407
2022-01-28,Sulawesi Selatan,25,110206,1.25,0,2243,1,5,107845,20,118,23344,5654056,22699,3663106
2022-01-29,Sulawesi Selatan,9,110215,0.36,1,2244,,8,107853,0,118,20507,5674563,19325,3682431
2022-01-30,Sulawesi Selatan,22,110237,2.44,0,2244,0,3,107856,19,137,1411,5675974,3735,3686166
2022-01-31,Sulawesi Selatan,21,110258,0.95,1,2245,,7,107863,13,150,20289,5696263,17626,3703792
2022-02-01,Sulawesi Selatan,50,110308,2.38,0,2245,0,10,107873,40,190,1756,5698019,2356,3706148
2022-02-02,Sulawesi Selatan,39,110347,0.78,0,2245,1,7,107880,32,222,23610,5721629,16944,3723092
2022-02-03,Sulawesi Selatan,106,110453,2.72,0,2245,1,0,107880,106,328,21068,5742697,18033,3741125
2022-02-04,Sulawesi Selatan,119,110572,1.12,0,2245,1,6,107886,113,441,19268,5761965,12550,3753675
2022-02-05,Sulawesi Selatan,123,110695,1.03,2,2247,,8,107894,113,554,16086,5778051,12795,3766470
2022-02-06,Sulawesi Selatan,109,110804,0.89,0,2247,0,11,107905,98,652,626,5778677,1321,3767791
2022-02-07,Sulawesi Selatan,81,110885,0.74,1,2248,,21,107926,59,711,20617,5799294,16727,3784518
2022-02-08,Sulawesi Selatan,275,111160,3.4,0,2248,0,17,107943,258,969,16653,5815947,17342,3801860
2022-02-09,Sulawesi Selatan,451,111611,1.64,0,2248,1,17,107960,434,1403,16172,5832119,17390,3819250
2022-02-10,Sulawesi Selatan,440,112051,0.98,0,2248,1,30,107990,410,1813,14792,5846911,15557,3834807
2022-02-11,Sulawesi Selatan,438,112489,1,1,2249,,33,108023,404,2217,11242,5858153,13761,3848568
2022-02-12,Sulawesi Selatan,814,113303,1.86,3,2252,3,34,108057,777,2994,11238,5869391,13833,3862401
2022-02-13,Sulawesi Selatan,514,113817,0.63,1,2253,0.33,31,108088,482,3476,888,5870279,1544,3863945
2022-02-14,Sulawesi Selatan,330,114147,0.64,0,2253,0,72,108160,258,3734,12890,5883169,17343,3881288
2022-02-15,Sulawesi Selatan,1181,115328,3.58,1,2254,,84,108244,1096,4830,10757,5893926,15331,3896619
2022-02-16,Sulawesi Selatan,1745,117073,1.48,3,2257,3,126,108370,1616,6446,9477,5903403,16024,3912643
2022-02-17,Sulawesi Selatan,1709,118782,0.98,3,2260,1,191,108561,1515,7961,10873,5914276,16874,3929517
2022-02-18,Sulawesi Selatan,1863,120645,1.09,10,2270,3.33,88,108649,1765,9726,8650,5922926,14789,3944306
2022-02-19,Sulawesi Selatan,1885,122530,1.01,5,2275,0.5,253,108902,1627,11353,8060,5930986,13448,3957754
2022-02-20,Sulawesi Selatan,1515,124045,0.8,5,2280,1,350,109252,1160,12513,1217,5932203,1982,3959736
2022-02-21,Sulawesi Selatan,629,124674,0.42,3,2283,0.6,376,109628,250,12763,8479,5940682,17528,3977264
2022-02-22,Sulawesi Selatan,2270,126944,3.61,6,2289,2,154,109782,2110,14873,7870,5948552,20588,3997852
2022-02-23,Sulawesi Selatan,1709,128653,0.75,10,2299,1.67,436,110218,1263,16136,10219,5958771,18774,4016626
2022-02-24,Sulawesi Selatan,1626,130279,0.95,9,2308,0.9,818,111036,799,16935,11803,5970574,22344,4038970
2022-02-25,Sulawesi Selatan,1548,131827,0.95,8,2316,0.89,497,111533,1043,17978,12516,5983090,22170,4061140
2022-02-26,Sulawesi Selatan,1311,133138,0.85,2,2318,0.25,336,111869,973,18951,14209,5997299,21929,4083069
2022-02-27,Sulawesi Selatan,1087,134225,0.83,9,2327,4.5,883,112752,195,19146,6549,6003848,6539,4089608
2022-02-28,Sulawesi Selatan,449,134674,0.41,10,2337,1.11,1057,113809,-618,18528,6210,6010058,7594,4097202
2022-03-01,Sulawesi Selatan,614,135288,1.37,4,2341,0.4,642,114451,-32,18496,8996,6019054,17108,4114310
2022-03-02,Sulawesi Selatan,1008,136296,1.64,11,2352,2.75,895,115346,102,18598,7315,6026369,18806,4133116
2022-03-03,Sulawesi Selatan,843,137139,0.84,6,2358,0.55,1594,116940,-757,17841,1842,6028211,6507,4139623
2022-03-04,Sulawesi Selatan,463,137602,0.55,5,2363,0.83,1390,118330,-932,16909,7471,6035682,19062,4158685
2022-03-05,Sulawesi Selatan,795,138397,1.72,9,2372,1.8,1609,119939,-823,16086,6853,6042535,14778,4173463
2022-03-06,Sulawesi Selatan,528,138925,0.66,10,2382,1.11,1477,121416,-959,15127,1131,6043666,1696,4175159
2022-03-07,Sulawesi Selatan,250,139175,0.47,5,2387,0.5,1128,122544,-883,14244,7592,6051258,18238,4193397
2022-03-08,Sulawesi Selatan,642,139817,2.57,12,2399,2.4,1177,123721,-547,13697,7843,6059101,16763,4210160
2022-03-09,Sulawesi Selatan,439,140256,0.68,5,2404,0.42,1578,125299,-1144,12553,7523,6066624,17412,4227572
2022-03-10,Sulawesi Selatan,357,140613,0.81,10,2414,2,1151,126450,-804,11749,7217,6073841,16889,4244461
2022-03-11,Sulawesi Selatan,287,140900,0.8,3,2417,0.3,1116,127566,-832,10917,5260,6079101,12968,4257429
2022-03-12,Sulawesi Selatan,380,141280,1.32,4,2421,1.33,1258,128824,-882,10035,5336,6084437,12237,4269666
2022-03-13,Sulawesi Selatan,155,141435,0.41,6,2427,1.5,1012,129836,-863,9172,1684,6086121,2125,4271791
2022-03-14,Sulawesi Selatan,60,141495,0.39,5,2432,0.83,1445,131281,-1390,7782,6370,6092491,15972,4287763
2022-03-15,Sulawesi Selatan,292,141787,4.87,4,2436,0.8,94,131375,194,7976,6040,6098531,16255,4304018
2022-03-16,Sulawesi Selatan,223,142010,0.76,1,2437,0.25,1590,132965,-1368,6608,5468,6103999,14251,4318269
2022-03-17,Sulawesi Selatan,180,142190,0.81,2,2439,2,863,133828,-685,5923,5381,6109380,14365,4332634
2022-03-18,Sulawesi Selatan,114,142304,0.63,2,2441,1,1233,135061,-1121,4802,3971,6113351,10875,4343509
2022-03-19,Sulawesi Selatan,128,142432,1.12,5,2446,2.5,420,135481,-297,4505,4249,6117600,10002,4353511
2022-03-20,Sulawesi Selatan,74,142506,0.58,0,2446,0,428,135909,-354,4151,1132,6118732,2862,4356373
2022-03-21,Sulawesi Selatan,39,142545,0.53,4,2450,,513,136422,-478,3673,5318,6124050,11968,4368341
2022-03-22,Sulawesi Selatan,105,142650,2.69,6,2456,1.5,495,136917,-396,3277,5213,6129263,11949,4380290
2022-03-23,Sulawesi Selatan,96,142746,0.91,1,2457,0.17,370,137287,-275,3002,5749,6135012,13440,4393730
2022-03-24,Sulawesi Selatan,84,142830,0.88,2,2459,2,480,137767,-398,2604,6002,6141014,12326,4406056
2022-03-25,Sulawesi Selatan,66,142896,0.79,0,2459,0,51,137818,15,2619,5163,6146177,10075,4416131
2022-03-26,Sulawesi Selatan,68,142964,1.03,0,2459,1,627,138445,-559,2060,5352,6151529,10281,4426412
2022-03-27,Sulawesi Selatan,48,143012,0.71,3,2462,,367,138812,-322,1738,1547,6153076,2414,4428826
2022-03-28,Sulawesi Selatan,14,143026,0.29,3,2465,1,30,138842,-19,1719,6034,6159110,10849,4439675
2022-03-29,Sulawesi Selatan,43,143069,3.07,2,2467,0.67,514,139356,-473,1246,5845,6164955,12084,4451759
2022-03-30,Sulawesi Selatan,39,143108,0.91,0,2467,0,315,139671,-276,970,6250,6171205,13724,4465483
2022-03-31,Sulawesi Selatan,56,143164,1.44,0,2467,1,212,139883,-156,814,7320,6178525,12993,4478476
2022-04-01,Sulawesi Selatan,35,143199,0.63,0,2467,1,113,139996,-78,736,6224,6184749,8912,4487388
2022-04-02,Sulawesi Selatan,27,143226,0.77,0,2467,1,108,140104,-81,655,4245,6188994,5072,4492460
2022-04-03,Sulawesi Selatan,25,143251,0.93,1,2468,,131,140235,-107,548,2094,6191088,553,4493013
2022-04-04,Sulawesi Selatan,8,143259,0.32,0,2468,0,109,140344,-101,447,3347,6194435,3367,4496380
2022-04-05,Sulawesi Selatan,17,143276,2.13,0,2468,1,54,140398,-37,410,2809,6197244,3977,4500357
2022-04-06,Sulawesi Selatan,20,143296,1.18,0,2468,1,115,140513,-95,315,3394,6200638,4062,4504419
2022-04-07,Sulawesi Selatan,26,143322,1.3,1,2469,,2,140515,23,338,3759,6204397,4266,4508685
2022-04-08,Sulawesi Selatan,4,143326,0.15,0,2469,0,28,140543,-24,314,4373,6208770,4210,4512895
2022-04-09,Sulawesi Selatan,8,143334,2,0,2469,1,42,140585,-34,280,3396,6212166,3130,4516025
2022-04-10,Sulawesi Selatan,4,143338,0.5,0,2469,1,49,140634,-45,235,2096,6214262,824,4516849
2022-04-11,Sulawesi Selatan,5,143343,1.25,0,2469,1,43,140677,-38,197,3442,6217704,3008,4519857
2022-04-12,Sulawesi Selatan,9,143352,1.8,0,2469,1,32,140709,-23,174,4107,6221811,3958,4523815
2022-04-13,Sulawesi Selatan,8,143360,0.89,0,2469,1,45,140754,-37,137,4243,6226054,4214,4528029
2022-04-14,Sulawesi Selatan,7,143367,0.88,1,2470,,30,140784,-24,113,4109,6230163,5330,4533359
2022-04-15,Sulawesi Selatan,5,143372,0.71,0,2470,0,9,140793,-4,109,1742,6231905,2206,4535565
2022-04-16,Sulawesi Selatan,1,143373,0.2,0,2470,1,10,140803,-9,100,3097,6235002,4816,4540381
2022-04-17,Sulawesi Selatan,4,143377,4,0,2470,1,11,140814,-7,93,1520,6236522,1406,4541787
2022-04-18,Sulawesi Selatan,4,143381,1,0,2470,1,30,140844,-26,67,3604,6240126,4876,4546663
2022-04-19,Sulawesi Selatan,8,143389,2,0,2470,1,10,140854,-2,65,2903,6243029,4755,4551418
2022-04-20,Sulawesi Selatan,5,143394,0.63,1,2471,,0,140854,4,69,3150,6246179,4741,4556159
2022-04-21,Sulawesi Selatan,5,143399,1,0,2471,0,13,140867,-8,61,3589,6249768,4994,4561153
2022-04-22,Sulawesi Selatan,6,143405,1.2,0,2471,1,0,140867,6,67,2823,6252591,4421,4565574
2022-04-23,Sulawesi Selatan,10,143415,1.67,0,2471,1,0,140867,10,77,5240,6257831,4206,4569780
2022-04-24,Sulawesi Selatan,0,143415,0,0,2471,1,27,140894,-27,50,617,6258448,510,4570290
2022-04-25,Sulawesi Selatan,0,143415,1,1,2472,,3,140897,-4,46,2631,6261079,3620,4573910
2022-04-26,Sulawesi Selatan,5,143420,,0,2472,0,9,140906,-4,42,2333,6263412,3664,4577574
2022-04-27,Sulawesi Selatan,6,143426,1.2,0,2472,1,3,140909,3,45,1870,6265282,3143,4580717
2022-04-28,Sulawesi Selatan,5,143431,0.83,0,2472,1,7,140916,-2,43,2028,6267310,3870,4584587
2022-04-29,Sulawesi Selatan,1,143432,0.2,0,2472,1,6,140922,-5,38,555,6267865,2092,4586679
2022-04-30,Sulawesi Selatan,1,143433,1,0,2472,1,0,140922,1,39,672,6268537,1860,4588539
2022-05-01,Sulawesi Selatan,2,143435,2,0,2472,1,5,140927,-3,36,237,6268774,227,4588766
2022-05-02,Sulawesi Selatan,1,143436,0.5,0,2472,1,2,140929,-1,35,117,6268891,158,4588924
2022-05-03,Sulawesi Selatan,0,143436,0,0,2472,1,6,140935,-6,29,166,6269057,187,4589111
2022-05-04,Sulawesi Selatan,0,143436,1,0,2472,1,4,140939,-4,25,186,6269243,420,4589531
2022-05-05,Sulawesi Selatan,2,143438,,0,2472,1,0,140939,2,27,353,6269596,480,4590011
2022-05-06,Sulawesi Selatan,5,143443,2.5,0,2472,1,4,140943,1,28,210,6269806,757,4590768
2022-05-07,Sulawesi Selatan,1,143444,0.2,0,2472,1,7,140950,-6,22,499,6270305,1209,4591977
2022-05-08,Sulawesi Selatan,4,143448,4,0,2472,1,0,140950,4,26,129,6270434,679,4592656
2022-05-09,Sulawesi Selatan,3,143451,0.75,0,2472,1,11,140961,-8,18,1558,6271992,2815,4595471
2022-05-10,Sulawesi Selatan,5,143456,1.67,0,2472,1,3,140964,2,20,1729,6273721,3703,4599174
2022-05-11,Sulawesi Selatan,5,143461,1,0,2472,1,2,140966,3,23,2095,6275816,4282,4603456
2022-05-12,Sulawesi Selatan,5,143466,1,0,2472,1,1,140967,4,27,1436,6277252,3503,4606959
2022-05-13,Sulawesi Selatan,2,143468,0.4,0,2472,1,1,140968,1,28,1465,6278717,2854,4609813
2022-05-14,Sulawesi Selatan,2,143470,1,1,2473,,0,140968,1,29,2425,6281142,4055,4613868
2022-05-15,Sulawesi Selatan,5,143475,2.5,0,2473,0,0,140968,5,34,412,6281554,1026,4614894
2022-05-16,Sulawesi Selatan,2,143477,0.4,0,2473,1,1,140969,1,35,1220,6282774,1563,4616457
2022-05-17,Sulawesi Selatan,4,143481,2,0,2473,1,1,140970,3,38,2258,6285032,3763,4620220
2022-05-18,Sulawesi Selatan,4,143485,1,0,2473,1,2,140972,2,40,1989,6287021,3422,4623642
2022-05-19,Sulawesi Selatan,4,143489,1,0,2473,1,0,140972,4,44,2147,6289168,3661,4627303
2022-05-20,Sulawesi Selatan,2,143491,0.5,0,2473,1,12,140984,-10,34,1840,6291008,3400,4630703
2022-05-21,Sulawesi Selatan,9,143500,4.5,0,2473,1,5,140989,4,38,1706,6292714,4263,4634966
2022-05-22,Sulawesi Selatan,0,143500,0,0,2473,1,0,140989,0,38,615,6293329,821,4635787
